job,education,y,duration_norm,pdays_norm,previous_norm,campaign_norm,balance_norm
"blue","secondary",0,0.172690,0.000000,0.000000,0.090433,0.457946
"management","tertiary",0,0.125152,0.000000,0.000000,0.452165,0.425431
"admin","secondary",0,0.055300,0.000000,0.000000,0.542598,0.433478
"management","tertiary",0,0.193064,0.000000,0.000000,0.723464,0.387716
"services","tertiary",0,0.272618,0.000000,0.000000,0.271299,0.444152
"housemaid","secondary",0,0.211497,0.000000,0.000000,0.271299,0.425431
"unemployed","secondary",0,0.200825,0.000000,0.000000,0.271299,0.440429
"management","primary",0,1.000000,0.000000,0.000000,0.271299,0.442509
"blue","secondary",1,0.440457,0.000000,0.000000,0.452165,0.425431
"self","tertiary",0,0.128063,0.000000,0.000000,0.271299,0.822506
"blue","primary",0,0.326948,0.000000,0.000000,0.090433,0.438787
"services","tertiary",0,0.151347,0.000000,0.000000,0.090433,0.517830
"management","tertiary",0,0.189183,0.000000,0.000000,0.090433,0.432328
"admin","secondary",0,0.019403,0.000000,0.000000,1.000000,0.412184
"services","secondary",0,0.061121,0.000000,0.000000,0.090433,0.496646
"self","tertiary",0,0.050449,0.000000,0.000000,0.452165,0.570051
"admin","secondary",0,0.109629,0.000000,0.000000,0.633031,0.425431
"management","tertiary",0,0.062091,0.000000,0.000000,0.452165,0.564029
"admin","secondary",0,0.083435,0.000000,0.000000,0.452165,0.524782
"blue","secondary",0,0.110599,0.000000,0.000000,0.271299,0.427402
"retired","secondary",1,1.000000,0.000000,0.000000,0.090433,0.484549
"services","secondary",0,0.117391,0.000000,0.000000,1.000000,0.430248
"technician","tertiary",0,0.043658,0.000000,0.000000,0.271299,0.429920
"retired","tertiary",0,0.522922,0.000000,0.000000,0.090433,0.428332
"unemployed","primary",0,0.349261,0.000000,0.000000,0.271299,0.465445
"management","tertiary",0,0.181422,0.000000,0.000000,0.180866,1.000000
"admin","secondary",0,0.138734,0.000000,0.000000,0.633031,0.432437
"services","secondary",0,0.357993,0.000000,0.000000,0.090433,0.629388
"retired","secondary",0,0.268737,0.000000,0.000000,0.090433,0.505733
"management","tertiary",0,0.082465,0.000000,0.000000,0.090433,0.483947
"blue","secondary",0,0.093136,0.000000,0.000000,0.361732,0.413881
"entrepreneur","tertiary",0,0.174631,0.000000,0.000000,0.813898,0.472452
"management","tertiary",0,0.122241,0.000000,0.000000,0.090433,0.665241
"admin","secondary",0,0.104778,0.000000,0.000000,0.090433,0.553082
"blue","primary",0,0.100898,0.000000,0.000000,0.542598,0.427456
"admin","secondary",0,0.166869,0.000000,0.000000,0.090433,0.496865
"blue","primary",0,0.645163,0.000000,0.000000,0.271299,0.428661
"services","secondary",0,0.329858,0.000000,0.000000,0.000000,0.416782
"admin","secondary",0,0.121271,0.000000,0.000000,1.000000,0.432219
"self","tertiary",0,0.238662,0.000000,0.000000,1.000000,0.535839
"unemployed","secondary",1,0.857631,0.000000,0.000000,0.000000,0.442509
"blue","primary",0,0.265827,0.000000,0.000000,0.000000,0.625994
"technician","primary",0,0.032016,0.000000,0.000000,0.000000,0.665679
"management","tertiary",0,0.092166,0.000000,0.000000,0.452165,0.334510
"blue","secondary",0,0.123212,0.000000,0.000000,0.723464,0.437200
"blue","primary",0,0.036866,0.000000,0.000000,0.180866,0.408352
"management","secondary",0,0.766435,0.000000,0.000000,0.000000,0.584721
"technician","tertiary",0,0.616058,0.000000,0.000000,0.180866,0.896458
"admin","tertiary",0,0.579192,0.000000,0.000000,0.361732,0.482578
"management","tertiary",0,0.105749,0.000000,0.000000,0.633031,0.526095
"self","tertiary",0,0.074703,0.000000,0.000000,1.000000,0.666993
"management","tertiary",0,0.062091,0.000000,0.000000,0.271299,0.425759
"housemaid","tertiary",0,0.364784,0.000000,0.000000,0.090433,0.425431
"management","tertiary",0,0.328888,0.000000,0.000000,0.180866,0.513122
"technician","secondary",0,0.042688,0.000000,0.000000,0.361732,0.444918
"blue","primary",0,0.165899,0.000000,0.000000,1.000000,0.431233
"management","tertiary",0,0.106719,0.000000,0.000000,0.090433,0.409064
"management","tertiary",0,0.168810,0.000000,0.000000,0.180866,0.432656
"blue","primary",0,0.074703,0.000000,0.000000,0.271299,0.431671
"technician","tertiary",0,0.064031,0.000000,0.000000,0.000000,0.551221
"admin","secondary",0,0.219259,0.000000,0.000000,0.000000,0.784189
"unemployed","primary",0,0.262916,0.000000,0.000000,0.000000,0.435448
"technician","secondary",0,0.356053,0.000000,0.000000,0.000000,0.441907
"unemployed","secondary",0,0.493817,0.000000,0.000000,0.000000,0.441579
"unemployed","tertiary",0,0.221199,0.000000,0.000000,0.000000,0.425048
"technician","secondary",0,0.907110,0.000000,0.000000,0.271299,0.420231
"services","primary",0,0.303663,0.000000,0.000000,0.452165,0.436214
"services","primary",0,0.125152,0.000000,0.000000,0.180866,0.660534
"management","tertiary",0,0.077614,0.000000,0.000000,0.180866,0.446779
"retired","tertiary",0,0.188213,0.000000,0.000000,0.180866,0.504912
"blue","secondary",0,0.521952,0.000000,0.000000,0.180866,0.529051
"blue","secondary",0,0.191124,0.000000,0.000000,0.271299,0.425814
"technician","secondary",0,0.390979,0.000000,0.000000,0.180866,0.430029
"admin","secondary",1,0.597625,0.000000,0.000000,1.000000,0.433368
"technician","secondary",0,0.200825,0.000000,0.000000,0.180866,0.443604
"self","primary",1,0.791659,0.000000,0.000000,0.452165,0.445246
"housemaid","primary",0,0.116420,0.000000,0.000000,0.271299,0.425431
"self","primary",0,0.260006,0.000000,0.000000,0.452165,0.438951
"technician","tertiary",0,0.494787,0.000000,0.000000,0.723464,0.439772
"admin","secondary",0,0.110599,0.000000,0.000000,0.090433,0.462982
"technician","secondary",0,0.096047,0.000000,0.000000,0.361732,0.545364
"admin","secondary",0,0.238662,0.000000,0.000000,0.271299,0.425540
"retired","primary",0,0.795540,0.000000,0.000000,0.452165,0.400032
"blue","primary",0,0.255155,0.000000,0.000000,0.090433,0.443276
"technician","tertiary",0,0.118361,0.000000,0.000000,1.000000,0.431288
"technician","tertiary",0,0.105749,0.000000,0.000000,0.180866,0.679802
"self","secondary",0,0.157168,0.000000,0.000000,0.271299,0.434463
"housemaid","secondary",0,0.066942,0.000000,0.000000,0.361732,0.456030
"admin","secondary",0,0.079554,0.000000,0.000000,0.361732,0.425431
"housemaid","tertiary",0,0.131943,0.000000,0.000000,0.180866,0.425924
"management","secondary",0,0.241572,0.000000,0.000000,0.452165,0.460081
"blue","secondary",1,0.783898,0.000000,0.000000,0.180866,0.415031
"technician","secondary",0,0.306574,0.000000,0.000000,0.090433,0.425431
"management","tertiary",0,0.106719,0.000000,0.000000,0.361732,0.430467
"management","tertiary",0,0.251274,0.000000,0.000000,0.994764,0.583571
"technician","tertiary",0,0.197915,0.000000,0.000000,0.180866,0.430412
"entrepreneur","tertiary",0,0.106719,0.000000,0.000000,0.180866,0.444316
"housemaid","primary",0,0.115450,0.000000,0.000000,0.542598,0.459205
"blue","primary",0,0.051419,0.000000,0.000000,0.361732,0.561238
"retired","secondary",0,0.325977,0.000000,0.000000,0.542598,0.427347
"blue","secondary",0,0.215378,0.000000,0.000000,0.361732,0.501299
"technician","secondary",0,0.087315,0.000000,0.000000,0.180866,0.642580
"services","secondary",0,0.317246,0.000000,0.000000,0.452165,0.426471
"management","tertiary",0,0.306574,0.000000,0.000000,0.180866,0.470645
"blue","primary",0,0.095077,0.000000,0.000000,0.090433,0.549852
"admin","secondary",1,1.000000,0.000000,0.000000,0.904331,0.461504
"management","secondary",0,1.000000,0.000000,0.000000,0.180866,0.510714
"blue","secondary",0,0.275528,0.000000,0.000000,0.180866,0.559924
"self","secondary",0,0.526803,0.000000,0.000000,0.994764,0.437200
"housemaid","primary",0,0.133884,0.000000,0.000000,0.180866,0.437692
"services","tertiary",0,0.183362,0.000000,0.000000,0.361732,0.458219
"technician","tertiary",0,0.050449,0.000000,0.000000,0.271299,0.411637
"housemaid","primary",0,0.216348,0.000000,0.000000,0.452165,0.428934
"admin","secondary",0,0.068882,0.000000,0.000000,0.542598,0.425431
"blue","primary",0,0.454040,0.000000,0.000000,0.090433,0.425431
"admin","tertiary",0,0.179482,0.000000,0.000000,0.452165,0.438295
"blue","primary",0,0.059180,0.000000,0.000000,0.000000,0.526698
"management","tertiary",0,0.063061,0.000000,0.000000,0.994764,0.443385
"management","tertiary",0,0.387098,0.000000,0.000000,0.994764,0.425431
"management","tertiary",0,0.329858,0.000000,0.000000,0.180866,0.869143
"technician","secondary",0,0.272618,0.000000,0.000000,0.271299,0.471411
"management","tertiary",0,0.099928,0.000000,0.000000,0.180866,0.523961
"entrepreneur","secondary",0,0.100898,0.000000,0.000000,0.271299,0.425540
"housemaid","primary",0,0.170750,0.000000,0.000000,0.271299,0.486136
"technician","secondary",0,0.617999,0.000000,0.000000,0.180866,0.553520
"technician","secondary",0,0.087315,0.000000,0.000000,0.090433,0.465828
"retired","secondary",0,0.227020,0.000000,0.000000,0.452165,0.420942
"services","secondary",0,0.160078,0.000000,0.000000,1.000000,0.425431
"housemaid","tertiary",0,0.298813,0.000000,0.000000,0.180866,0.434955
"services","secondary",0,0.072763,0.000000,0.000000,0.633031,0.477378
"admin","secondary",0,0.234781,0.000000,0.000000,0.542598,0.571255
"services","secondary",0,0.137764,0.000000,0.000000,0.633031,0.437419
"admin","secondary",0,0.148436,0.000000,0.000000,0.271299,0.425431
"entrepreneur","tertiary",0,0.600536,0.000000,0.000000,0.271299,0.466157
"self","secondary",0,0.172690,0.000000,0.000000,0.180866,0.507977
"services","secondary",0,0.466652,0.000000,0.000000,0.180866,0.572186
"technician","tertiary",0,0.124182,0.000000,0.000000,0.904331,0.451541
"housemaid","primary",0,0.051419,0.000000,0.000000,0.452165,0.636613
"admin","tertiary",0,0.825615,0.000000,0.000000,0.090433,0.925907
"blue","secondary",0,0.227020,0.000000,0.000000,0.361732,0.537317
"technician","primary",0,0.215378,0.000000,0.000000,0.180866,0.593315
"management","tertiary",0,0.280379,0.000000,0.000000,0.723464,0.475024
"services","secondary",0,0.385158,0.000000,0.000000,0.000000,0.457782
"management","tertiary",0,0.323067,0.000000,0.000000,1.000000,0.789827
"blue","secondary",0,0.121271,0.000000,0.000000,0.090433,0.488435
"entrepreneur","tertiary",0,0.323067,0.000000,0.000000,0.633031,0.456413
"self","secondary",0,0.111570,0.000000,0.000000,0.271299,0.454661
"self","tertiary",0,0.076643,0.000000,0.000000,0.271299,0.435229
"services","primary",0,0.108659,0.000000,0.000000,0.452165,0.425376
"retired","tertiary",0,0.152317,0.000000,0.000000,0.452165,0.497741
"services","secondary",0,0.097987,0.000000,0.000000,0.271299,0.412732
"technician","secondary",0,0.187243,0.000000,0.000000,1.000000,0.605905
"management","tertiary",0,0.837257,0.000000,0.000000,0.813898,1.000000
"management","tertiary",0,0.572401,0.000000,0.000000,1.000000,0.403043
"services","secondary",0,0.089256,0.000000,0.000000,1.000000,0.476502
"unemployed","secondary",0,0.148436,0.000000,0.000000,0.180866,0.514655
"self","tertiary",0,0.218288,0.000000,0.000000,0.271299,0.481921
"services","secondary",0,0.047538,0.000000,0.000000,0.271299,0.446013
"technician","secondary",0,0.119331,0.000000,0.000000,0.452165,0.425486
"services","secondary",0,0.085375,0.000000,0.000000,0.452165,0.480553
"unemployed","secondary",0,0.238662,0.000000,0.000000,0.090433,0.458822
"management","tertiary",0,0.246423,0.000000,0.000000,1.000000,0.504966
"services","secondary",0,0.092166,0.000000,0.000000,0.361732,0.425978
"blue","secondary",0,0.073733,0.000000,0.000000,0.361732,0.497467
"blue","secondary",0,0.176571,0.000000,0.000000,0.271299,0.613513
"management","tertiary",0,0.073733,0.000000,0.000000,1.000000,0.697373
"services","primary",0,0.010672,0.000000,0.000000,0.633031,0.480991
"technician","secondary",0,0.093136,0.000000,0.000000,1.000000,0.427347
"blue","tertiary",0,0.504489,0.000000,0.000000,0.452165,0.406820
"technician","secondary",0,0.133884,0.000000,0.000000,0.633031,0.425431
"admin","secondary",0,0.137764,0.000000,0.000000,0.723464,0.521005
"blue","primary",0,0.099928,0.000000,0.000000,0.271299,0.502065
"technician","secondary",0,0.120301,0.000000,0.000000,0.180866,0.431069
"services","secondary",0,0.081494,0.000000,0.000000,0.452165,0.425705
"services","secondary",0,0.319186,0.000000,0.000000,0.361732,0.407203
"retired","primary",0,0.075673,0.000000,0.000000,0.361732,0.585651
"blue","primary",0,0.121271,0.000000,0.000000,0.361732,0.427237
"retired","secondary",0,0.342470,0.000000,0.000000,0.452165,0.481100
"retired","primary",0,0.183362,0.000000,0.000000,0.271299,1.000000
"admin","secondary",0,0.245453,0.000000,0.000000,0.361732,0.447655
"technician","secondary",0,0.063061,0.000000,0.000000,1.000000,0.425431
"admin","secondary",1,0.980843,0.000000,0.000000,0.452165,0.572021
"technician","tertiary",0,0.324037,0.000000,0.000000,0.452165,0.620301
"management","tertiary",0,0.065972,0.000000,0.000000,0.271299,0.703121
"housemaid","secondary",1,0.982783,0.000000,0.000000,1.000000,0.440265
"entrepreneur","tertiary",0,0.027165,0.000000,0.000000,1.000000,0.588279
"technician","secondary",0,0.134854,0.000000,0.000000,0.180866,0.433696
"unemployed","secondary",0,0.183362,0.000000,0.000000,0.633031,0.429044
"management","secondary",0,0.444338,0.000000,0.000000,0.180866,0.425431
"management","tertiary",1,0.778077,0.000000,0.000000,0.271299,0.439389
"blue","primary",0,0.067912,0.000000,0.000000,0.180866,0.421544
"blue","primary",0,0.980843,0.000000,0.000000,1.000000,0.491063
"admin","secondary",0,0.030075,0.000000,0.000000,1.000000,0.421435
"admin","secondary",0,0.153287,0.000000,0.000000,0.090433,0.477269
"management","tertiary",0,0.057240,0.000000,0.000000,0.090433,0.426252
"services","tertiary",0,0.087315,0.000000,0.000000,0.090433,0.464569
"management","tertiary",0,0.250304,0.000000,0.000000,0.090433,0.752167
"admin","secondary",0,0.295902,0.000000,0.000000,0.180866,0.423132
"blue","secondary",0,0.065001,0.000000,0.000000,0.542598,0.453402
"retired","secondary",0,0.124182,0.000000,0.000000,0.090433,0.551494
"management","tertiary",0,0.096047,0.000000,0.000000,0.180866,0.426143
"retired","secondary",0,0.108659,0.000000,0.000000,0.813898,0.501080
"retired","primary",0,0.037837,0.000000,0.000000,0.090433,0.489858
"blue","tertiary",0,0.109629,0.000000,0.000000,0.090433,1.000000
"admin","secondary",0,0.066942,0.000000,0.000000,0.452165,0.429974
"management","tertiary",0,0.116420,0.000000,0.000000,0.090433,0.425431
"retired","secondary",0,0.227990,0.000000,0.000000,0.090433,0.474751
"management","tertiary",0,0.078584,0.000000,0.000000,0.090433,0.570270
"blue","secondary",1,0.663597,0.000000,0.000000,0.090433,0.425431
"blue","secondary",0,0.302693,0.000000,0.000000,0.452165,0.723264
"self","tertiary",1,0.549117,0.000000,0.000000,0.090433,0.426580
"blue","tertiary",0,0.086345,0.000000,0.000000,0.090433,0.516571
"blue","primary",0,0.040747,0.000000,0.000000,0.090433,0.484166
"entrepreneur","tertiary",0,0.058210,0.000000,0.000000,0.180866,0.467853
"services","secondary",1,0.817854,0.000000,0.000000,0.090433,0.425431
"admin","secondary",0,0.512250,0.000000,0.000000,0.090433,0.377589
"technician","secondary",0,0.083435,0.000000,0.000000,0.090433,0.466266
"admin","secondary",0,0.125152,0.000000,0.000000,0.090433,0.606452
"management","secondary",0,0.462771,0.000000,0.000000,0.090433,0.667650
"admin","secondary",0,0.632551,0.000000,0.000000,0.090433,0.491172
"housemaid","tertiary",0,0.098957,0.000000,0.000000,0.180866,0.446779
"technician","secondary",0,0.286200,0.000000,0.000000,0.090433,0.442838
"unemployed","tertiary",0,0.096047,0.000000,0.000000,0.090433,0.670715
"blue","tertiary",1,0.630611,0.000000,0.000000,0.090433,0.490077
"services","secondary",0,0.264857,0.000000,0.000000,0.271299,0.425431
"blue","secondary",0,0.036866,0.000000,0.000000,0.090433,0.463639
"self","secondary",0,0.396800,0.000000,0.000000,0.271299,0.613896
"technician","secondary",0,0.155227,0.000000,0.000000,0.090433,0.472616
"blue","primary",0,0.097017,0.000000,0.000000,0.723464,0.455428
"technician","secondary",0,0.063061,0.000000,0.000000,0.361732,0.346005
"blue","secondary",0,0.621879,0.000000,0.000000,0.090433,0.474586
"unemployed","secondary",0,0.276499,0.000000,0.000000,0.090433,0.817306
"blue","primary",0,0.196945,0.000000,0.000000,0.090433,0.442947
"self","tertiary",0,0.161048,0.000000,0.000000,0.090433,0.441086
"admin","secondary",0,0.527773,0.000000,0.000000,0.090433,0.462982
"services","tertiary",0,0.070822,0.000000,0.000000,0.090433,0.478746
"entrepreneur","tertiary",0,0.242543,0.000000,0.000000,0.361732,0.425431
"management","secondary",1,0.525832,0.000000,0.000000,0.090433,0.598460
"self","tertiary",0,0.116420,0.000000,0.000000,0.452165,0.435941
"management","tertiary",0,0.212467,0.000000,0.000000,0.090433,0.430522
"technician","secondary",0,0.045598,0.000000,0.000000,0.090433,0.485151
"technician","secondary",0,0.090226,0.000000,0.000000,0.180866,0.623312
"technician","secondary",0,0.060151,0.000000,0.000000,0.090433,0.428387
"housemaid","tertiary",0,0.031045,0.000000,0.000000,0.090433,0.427785
"blue","secondary",0,0.097017,0.000000,0.000000,0.452165,0.410706
"retired","tertiary",0,0.222169,0.000000,0.000000,0.090433,1.000000
"blue","secondary",0,0.024254,0.000000,0.000000,0.090433,0.425431
"admin","tertiary",0,0.063061,0.000000,0.000000,0.090433,0.427785
"housemaid","tertiary",0,0.189183,0.000000,0.000000,0.271299,0.425431
"technician","secondary",0,0.265827,0.000000,0.000000,0.090433,0.496756
"technician","secondary",0,0.065972,0.000000,0.000000,0.090433,0.613623
"blue","primary",0,0.233811,0.000000,0.000000,0.090433,0.438295
"unemployed","primary",0,0.028135,0.000000,0.000000,0.271299,0.428879
"management","primary",0,0.062091,0.000000,0.000000,0.090433,0.605686
"blue","tertiary",0,0.242543,0.000000,0.000000,0.090433,0.439663
"admin","primary",0,0.261946,0.000000,0.000000,0.090433,0.500259
"management","tertiary",0,0.674269,0.000000,0.000000,0.090433,0.519308
"housemaid","secondary",0,0.082465,0.000000,0.000000,0.180866,0.429153
"entrepreneur","tertiary",0,0.576281,0.000000,0.000000,0.090433,0.464679
"unemployed","primary",0,0.351202,0.000000,0.000000,0.090433,0.458712
"technician","tertiary",0,0.097987,0.000000,0.000000,0.090433,0.554067
"management","tertiary",0,0.077614,0.000000,0.000000,0.090433,0.460245
"services","secondary",0,0.586953,0.000000,0.000000,0.090433,0.425376
"blue","secondary",0,0.040747,0.000000,0.000000,0.180866,0.438623
"blue","secondary",0,0.049479,0.000000,0.000000,1.000000,0.425431
"self","tertiary",0,1.000000,0.000000,0.000000,1.000000,0.425431
"admin","secondary",0,0.068882,0.000000,0.000000,0.361732,0.425431
"technician","secondary",0,0.340530,0.000000,0.000000,0.090433,0.425431
"technician","secondary",0,0.073733,0.000000,0.000000,0.180866,0.438842
"blue","secondary",0,0.056270,0.000000,0.000000,0.090433,0.475626
"unemployed","tertiary",0,0.136794,0.000000,0.000000,0.090433,0.457125
"services","secondary",0,0.391949,0.000000,0.000000,0.271299,0.524891
"retired","secondary",0,0.181422,0.000000,0.000000,0.090433,1.000000
"admin","secondary",0,0.053359,0.000000,0.000000,1.000000,0.438623
"housemaid","primary",0,0.265827,0.000000,0.000000,0.180866,0.450720
"blue","secondary",0,0.140675,0.000000,0.000000,0.271299,0.425431
"technician","primary",0,0.260976,0.000000,0.000000,0.090433,0.502886
"entrepreneur","secondary",0,0.162018,0.000000,0.000000,0.090433,0.399211
"retired","primary",0,0.082465,0.000000,0.000000,0.090433,0.490734
"blue","secondary",0,0.219259,0.000000,0.000000,0.090433,0.430850
"management","secondary",0,0.283290,0.000000,0.000000,0.904331,0.452143
"blue","secondary",0,0.068882,0.000000,0.000000,0.090433,0.396146
"technician","secondary",0,0.013582,0.000000,0.000000,1.000000,0.401346
"self","secondary",0,0.077614,0.000000,0.000000,0.180866,0.433751
"technician","secondary",0,0.213438,0.000000,0.000000,0.090433,0.427785
"services","secondary",0,0.329858,0.000000,0.000000,0.090433,0.430686
"blue","tertiary",0,0.143585,0.000000,0.000000,0.090433,0.464460
"blue","primary",0,0.039777,0.000000,0.000000,0.090433,0.471247
"management","tertiary",0,0.101868,0.000000,0.000000,0.271299,0.788951
"blue","primary",0,0.253215,0.000000,0.000000,0.271299,0.480936
"management","secondary",0,0.097987,0.000000,0.000000,0.090433,0.458384
"blue","secondary",0,0.149406,0.000000,0.000000,0.090433,0.425595
"blue","primary",0,0.080524,0.000000,0.000000,0.090433,0.425431
"technician","secondary",0,0.074703,0.000000,0.000000,0.090433,0.425431
"services","secondary",0,0.236722,0.000000,0.000000,0.090433,0.431179
"services","secondary",0,0.098957,0.000000,0.000000,0.180866,0.425431
"management","secondary",0,0.579192,0.000000,0.000000,0.090433,0.407203
"management","tertiary",0,0.156197,0.000000,0.000000,0.452165,0.425431
"management","tertiary",0,0.078584,0.000000,0.000000,0.090433,0.500587
"technician","primary",0,0.619939,0.000000,0.000000,0.090433,0.783149
"services","secondary",0,0.129033,0.000000,0.000000,0.090433,0.558939
"entrepreneur","secondary",0,0.118361,0.000000,0.000000,0.090433,0.441634
"services","secondary",0,0.148436,0.000000,0.000000,0.090433,0.425705
"blue","secondary",0,0.039777,0.000000,0.000000,0.090433,0.488326
"retired","secondary",0,0.067912,0.000000,0.000000,0.090433,0.451979
"unemployed","tertiary",0,0.028135,0.000000,0.000000,0.180866,0.425814
"management","secondary",0,0.083435,0.000000,0.000000,0.452165,0.575360
"admin","primary",0,0.247394,0.000000,0.000000,0.090433,0.425431
"services","secondary",0,0.211497,0.000000,0.000000,0.271299,0.472561
"unemployed","secondary",0,0.191124,0.000000,0.000000,0.452165,0.498781
"management","tertiary",0,0.042688,0.000000,0.000000,0.090433,0.438951
"retired","secondary",0,0.368665,0.000000,0.000000,0.542598,0.733720
"unemployed","primary",1,0.764494,0.000000,0.000000,0.090433,0.425212
"unemployed","secondary",0,0.071793,0.000000,0.000000,0.090433,0.544652
"technician","secondary",0,0.053359,0.000000,0.000000,0.180866,0.440375
"blue","secondary",0,0.059180,0.000000,0.000000,0.180866,0.425431
"entrepreneur","tertiary",1,0.958529,0.000000,0.000000,0.090433,0.387059
"admin","secondary",0,0.603446,0.000000,0.000000,0.271299,0.501135
"management","tertiary",0,0.132913,0.000000,0.000000,0.090433,0.875712
"unemployed","secondary",0,0.118361,0.000000,0.000000,0.090433,0.664749
"admin","tertiary",0,0.036866,0.000000,0.000000,0.090433,0.480060
"blue","primary",0,0.083435,0.000000,0.000000,0.090433,0.430467
"housemaid","primary",0,0.419114,0.000000,0.000000,0.271299,0.459862
"admin","secondary",0,0.220229,0.000000,0.000000,0.633031,0.491282
"admin","secondary",0,0.116420,0.000000,0.000000,0.090433,0.417822
"management","tertiary",0,0.144555,0.000000,0.000000,0.090433,0.429208
"management","tertiary",1,0.789719,0.000000,0.000000,0.090433,0.404904
"blue","secondary",0,0.139705,0.000000,0.000000,0.723464,0.425431
"technician","secondary",0,0.122241,0.000000,0.000000,0.180866,0.425431
"management","primary",0,0.890617,0.000000,0.000000,0.271299,0.443002
"blue","primary",0,0.179482,0.000000,0.000000,0.271299,0.436105
"unemployed","primary",1,0.673298,0.000000,0.000000,0.090433,0.477925
"management","tertiary",0,0.263886,0.000000,0.000000,0.271299,0.780466
"self","secondary",0,0.144555,0.000000,0.000000,0.090433,0.468346
"services","secondary",1,0.526803,0.000000,0.000000,0.271299,0.652651
"services","secondary",0,0.091196,0.000000,0.000000,0.361732,0.498507
"management","primary",0,0.084405,0.000000,0.000000,0.271299,0.635135
"retired","secondary",1,0.427845,0.000000,0.000000,0.361732,0.485151
"technician","tertiary",0,0.086345,0.000000,0.000000,0.090433,0.425431
"self","primary",0,0.079554,0.000000,0.000000,0.090433,0.675915
"housemaid","secondary",0,0.074703,0.000000,0.000000,0.271299,0.484658
"blue","secondary",0,0.430756,0.000000,0.000000,0.090433,0.445082
"technician","secondary",0,0.032986,0.000000,0.000000,0.271299,0.501463
"retired","secondary",0,0.070822,0.000000,0.000000,0.271299,0.425431
"blue","tertiary",0,0.147466,0.000000,0.000000,0.361732,0.403207
"retired","secondary",0,0.066942,0.000000,0.000000,0.271299,0.480443
"blue","primary",0,0.071793,0.000000,0.000000,0.180866,0.455756
"unemployed","primary",0,0.280379,0.000000,0.000000,0.271299,0.428223
"entrepreneur","primary",0,0.166869,0.000000,0.000000,0.271299,0.425431
"blue","primary",0,0.519041,0.000000,0.000000,0.090433,0.440539
"management","tertiary",0,0.069852,0.000000,0.000000,1.000000,0.426416
"management","tertiary",0,0.042688,0.000000,0.000000,0.271299,0.443768
"technician","secondary",0,0.128063,0.000000,0.000000,0.180866,0.582093
"services","tertiary",1,1.000000,0.000000,0.000000,0.271299,0.425376
"technician","secondary",0,0.364784,0.000000,0.000000,0.633031,0.438459
"admin","secondary",0,0.069852,0.000000,0.000000,0.271299,0.496865
"retired","secondary",0,0.113510,0.000000,0.000000,0.452165,0.612309
"housemaid","primary",0,0.971141,0.000000,0.000000,0.090433,0.634478
"management","tertiary",1,0.707254,0.000000,0.000000,0.271299,0.430686
"unemployed","secondary",0,0.330828,0.000000,0.000000,0.361732,0.480881
"admin","secondary",0,0.180452,0.000000,0.000000,0.452165,0.425431
"blue","primary",1,0.493817,0.000000,0.000000,0.090433,0.425431
"self","secondary",0,1.000000,0.000000,0.000000,0.904331,0.507430
"services","secondary",0,0.161048,0.000000,0.000000,0.271299,0.490789
"technician","secondary",0,0.026195,0.000000,0.000000,1.000000,0.428770
"unemployed","secondary",0,0.677179,0.000000,0.000000,0.271299,0.437638
"management","tertiary",0,0.653895,0.000000,0.000000,0.090433,0.460902
"management","secondary",0,0.110599,0.000000,0.000000,0.180866,0.507922
"entrepreneur","secondary",0,0.329858,0.000000,0.000000,0.090433,0.480772
"technician","secondary",0,0.102838,0.000000,0.000000,0.271299,0.441086
"self","primary",0,0.411352,0.000000,0.000000,0.090433,0.536660
"blue","tertiary",0,0.422994,0.000000,0.000000,0.180866,1.000000
"technician","secondary",0,0.154257,0.000000,0.000000,0.090433,0.461394
"blue","primary",0,0.201795,0.000000,0.000000,0.090433,0.407203
"admin","tertiary",0,0.093136,0.000000,0.000000,0.904331,0.405561
"blue","primary",0,0.348291,0.000000,0.000000,0.090433,0.425431
"admin","secondary",0,0.066942,0.000000,0.000000,0.723464,0.498124
"unemployed","secondary",0,0.251274,0.000000,0.000000,0.180866,0.425650
"blue","secondary",0,0.218288,0.000000,0.000000,0.271299,0.414374
"entrepreneur","tertiary",1,1.000000,0.000000,0.000000,0.271299,0.438021
"retired","primary",0,0.063061,0.000000,0.000000,0.542598,0.433751
"entrepreneur","secondary",0,0.102838,0.000000,0.000000,1.000000,0.425431
"self","primary",0,0.258065,0.000000,0.000000,0.452165,0.425431
"housemaid","primary",1,1.000000,0.000000,0.000000,0.090433,0.416892
"entrepreneur","tertiary",0,0.048509,0.000000,0.000000,1.000000,0.482688
"retired","primary",0,0.126122,0.000000,0.000000,0.180866,0.425431
"blue","primary",0,0.105749,0.000000,0.000000,0.633031,0.426033
"admin","secondary",0,0.114480,0.000000,0.000000,0.271299,0.416673
"management","tertiary",0,0.177541,0.000000,0.000000,0.271299,0.497029
"housemaid","primary",0,0.091196,0.000000,0.000000,0.361732,0.465171
"self","tertiary",0,0.627700,0.000000,0.000000,0.813898,0.468072
"services","secondary",0,0.093136,0.000000,0.000000,0.452165,0.423734
"technician","secondary",1,0.444338,0.000000,0.000000,0.180866,0.431671
"services","secondary",0,0.218288,0.000000,0.000000,0.542598,0.523140
"blue","secondary",0,0.099928,0.000000,0.000000,0.180866,0.435229
"admin","secondary",0,0.108659,0.000000,0.000000,0.361732,0.492376
