duration,pdays,previous,campaign,balance,job,education,y
387,-1,0,2,868,housemaid,tertiary,0
108,-1,0,2,4765,technician,tertiary,0
142,-1,0,2,2690,unemployed,secondary,0
48,-1,0,2,46,admin,secondary,0
253,-1,0,2,406,blue,secondary,0
228,-1,0,2,3690,technician,tertiary,0
124,-1,0,2,371,technician,secondary,0
358,-1,0,2,260,management,tertiary,0
134,-1,0,2,204,technician,secondary,0
239,-1,0,2,205,blue,secondary,0
113,-1,0,4,5340,management,tertiary,0
84,-1,0,2,-347,technician,secondary,0
224,-1,0,2,424,management,tertiary,0
274,-1,0,2,60,technician,secondary,0
22,-1,0,2,595,entrepreneur,tertiary,0
309,-1,0,4,463,technician,secondary,0
131,-1,0,2,20,technician,secondary,0
159,-1,0,2,3098,self,secondary,0
63,-1,0,2,741,management,tertiary,0
1462,-1,0,4,1572,management,tertiary,0
152,-1,0,2,77,technician,secondary,0
103,-1,0,2,234,technician,secondary,0
159,-1,0,2,246,technician,secondary,0
225,-1,0,6,311,admin,secondary,0
228,-1,0,4,635,admin,tertiary,0
123,-1,0,2,283,retired,secondary,0
36,-1,0,2,804,technician,tertiary,0
199,-1,0,2,3395,management,tertiary,0
154,-1,0,2,597,technician,secondary,0
147,-1,0,2,546,management,tertiary,0
1834,-1,0,2,684,technician,secondary,0
398,-1,0,2,312,retired,secondary,0
131,-1,0,2,4023,technician,secondary,0
148,-1,0,2,1086,blue,primary,0
674,-1,0,2,0,technician,secondary,1
306,-1,0,4,0,management,tertiary,0
196,-1,0,2,17,housemaid,primary,0
114,-1,0,2,1738,technician,secondary,0
46,-1,0,2,-54,blue,secondary,0
235,-1,0,2,4953,technician,tertiary,0
201,-1,0,2,-363,services,secondary,0
76,-1,0,2,124,blue,primary,0
359,-1,0,2,10273,management,secondary,0
71,-1,0,2,1477,management,tertiary,0
113,-1,0,2,1675,admin,secondary,0
173,-1,0,2,12,technician,secondary,0
526,-1,0,2,4108,blue,primary,1
401,-1,0,3,0,management,tertiary,1
122,-1,0,2,-485,blue,primary,0
268,-1,0,2,0,technician,tertiary,0
95,-1,0,2,540,admin,secondary,0
86,-1,0,2,613,management,tertiary,0
144,-1,0,2,-131,admin,secondary,0
116,-1,0,2,1390,management,tertiary,0
67,-1,0,2,1010,management,tertiary,0
92,-1,0,4,13,retired,secondary,0
118,-1,0,2,-232,technician,secondary,0
155,-1,0,2,277,technician,secondary,0
137,-1,0,2,597,management,secondary,0
137,-1,0,2,1265,admin,secondary,0
165,-1,0,2,83,technician,secondary,0
73,-1,0,2,1048,management,tertiary,0
92,-1,0,2,616,management,secondary,0
125,-1,0,2,153,technician,secondary,0
257,-1,0,2,175,management,tertiary,0
100,-1,0,2,1318,management,tertiary,0
86,-1,0,6,-471,retired,secondary,0
87,-1,0,2,470,management,tertiary,0
493,-1,0,2,170,management,tertiary,0
102,-1,0,2,7747,self,secondary,0
76,-1,0,3,-127,technician,secondary,0
82,-1,0,2,79,management,tertiary,0
169,-1,0,2,1654,technician,tertiary,0
181,-1,0,2,3107,technician,secondary,0
64,-1,0,2,100,management,tertiary,0
156,-1,0,8,4495,management,tertiary,0
296,-1,0,9,441,management,tertiary,0
185,-1,0,4,694,self,tertiary,0
306,-1,0,2,3469,housemaid,secondary,0
61,-1,0,2,543,management,tertiary,0
122,-1,0,2,23,retired,secondary,0
150,-1,0,2,10,self,tertiary,0
365,-1,0,8,369,technician,tertiary,0
229,-1,0,2,641,technician,secondary,0
103,-1,0,4,5569,services,secondary,0
115,-1,0,2,5059,technician,secondary,0
94,-1,0,2,1514,management,tertiary,0
90,-1,0,2,5999,management,tertiary,0
111,-1,0,2,2315,blue,primary,0
106,-1,0,4,663,management,tertiary,0
105,-1,0,2,2008,housemaid,primary,0
244,-1,0,2,14355,technician,tertiary,0
204,-1,0,4,423,technician,secondary,0
197,-1,0,2,-1781,self,tertiary,0
115,-1,0,2,-556,technician,secondary,0
155,-1,0,2,983,technician,secondary,0
973,-1,0,4,4235,housemaid,tertiary,0
181,-1,0,2,1175,housemaid,primary,0
77,-1,0,2,176,technician,secondary,0
119,-1,0,2,787,blue,primary,0
231,-1,0,2,150,technician,secondary,0
346,-1,0,4,35,technician,tertiary,0
399,-1,0,6,1288,self,primary,0
112,-1,0,7,317,blue,secondary,0
216,-1,0,4,970,technician,tertiary,0
152,-1,0,5,-23,technician,secondary,0
252,-1,0,4,1969,housemaid,secondary,0
259,-1,0,4,200,management,tertiary,0
133,-1,0,7,998,technician,secondary,0
89,-1,0,4,1093,technician,secondary,0
504,-1,0,4,15904,management,tertiary,0
84,-1,0,7,1583,blue,secondary,0
187,-1,0,4,753,entrepreneur,tertiary,0
266,-1,0,4,112,management,tertiary,0
99,-1,0,4,812,management,tertiary,0
107,-1,0,4,152,housemaid,primary,0
20,-1,0,4,1515,blue,primary,0
89,-1,0,4,9680,blue,secondary,0
109,-1,0,6,3330,management,tertiary,0
228,-1,0,6,0,blue,primary,0
76,-1,0,2,1403,admin,secondary,0
96,-1,0,2,2666,management,tertiary,0
391,-1,0,4,169,entrepreneur,tertiary,0
1321,-1,0,9,4291,management,tertiary,1
797,-1,0,2,6822,technician,tertiary,1
281,-1,0,2,1176,blue,secondary,0
407,-1,0,4,1,technician,secondary,0
171,-1,0,2,0,technician,secondary,0
76,-1,0,3,0,blue,primary,0
276,-1,0,2,123,blue,tertiary,0
59,-1,0,2,445,self,secondary,0
168,-1,0,2,173,retired,primary,0
205,-1,0,5,489,management,tertiary,0
101,-1,0,2,577,management,tertiary,0
125,-1,0,2,3462,blue,primary,0
436,-1,0,4,1966,management,tertiary,0
190,-1,0,2,309,technician,secondary,0
63,-1,0,2,1791,blue,secondary,0
218,-1,0,2,20,self,tertiary,0
65,-1,0,2,770,entrepreneur,tertiary,0
146,-1,0,2,349,management,tertiary,0
214,-1,0,2,6557,services,tertiary,0
82,-1,0,4,4719,services,secondary,0
65,-1,0,4,3915,management,tertiary,0
194,-1,0,6,1308,management,tertiary,0
67,-1,0,2,5239,technician,tertiary,0
105,-1,0,4,5733,technician,secondary,0
139,-1,0,4,1388,blue,primary,0
266,-1,0,2,192,technician,secondary,0
3422,-1,0,2,359,blue,tertiary,0
44,-1,0,2,333,technician,secondary,0
238,-1,0,2,46,admin,tertiary,0
142,-1,0,2,71,management,tertiary,0
159,-1,0,3,1371,technician,secondary,0
182,-1,0,2,834,management,tertiary,0
231,-1,0,2,2430,admin,secondary,0
20,-1,0,2,2125,management,tertiary,0
152,-1,0,2,675,services,primary,0
76,-1,0,2,320,management,tertiary,0
145,-1,0,2,754,technician,secondary,0
314,-1,0,4,4547,management,tertiary,0
352,-1,0,2,231,self,tertiary,1
414,-1,0,4,22,admin,secondary,0
122,-1,0,6,225,retired,secondary,0
163,-1,0,4,416,management,tertiary,0
108,-1,0,4,746,housemaid,tertiary,0
133,-1,0,4,1500,technician,secondary,0
101,-1,0,2,4490,retired,secondary,0
131,-1,0,4,0,retired,secondary,0
110,-1,0,2,2098,technician,secondary,0
141,-1,0,1,632,technician,tertiary,0
74,-1,0,1,0,management,tertiary,0
165,-1,0,3,53,management,tertiary,0
446,-1,0,1,319,technician,tertiary,0
201,-1,0,2,1002,management,tertiary,0
126,-1,0,1,399,management,tertiary,0
670,-1,0,1,3176,technician,secondary,1
481,-1,0,1,255,retired,secondary,0
166,-1,0,3,7303,blue,primary,0
429,-1,0,3,-824,technician,secondary,1
269,-1,0,3,584,management,tertiary,0
105,-1,0,1,1214,blue,primary,0
1182,-1,0,1,676,management,tertiary,1
408,-1,0,1,0,self,tertiary,0
198,-1,0,4,256,retired,secondary,0
180,-1,0,3,224,services,secondary,0
184,-1,0,1,83,housemaid,primary,0
291,-1,0,1,-334,management,tertiary,0
131,-1,0,3,-803,management,tertiary,0
117,-1,0,1,724,management,secondary,0
162,-1,0,5,1038,management,tertiary,0
235,-1,0,8,2611,management,tertiary,0
324,-1,0,3,790,technician,secondary,0
876,-1,0,1,651,technician,secondary,1
122,-1,0,5,0,management,tertiary,0
235,-1,0,1,-479,technician,secondary,0
248,-1,0,1,196,blue,primary,0
12,-1,0,1,5,management,tertiary,0
642,-1,0,3,15298,management,tertiary,0
84,-1,0,1,10950,management,tertiary,0
895,-1,0,3,2657,technician,secondary,1
126,-1,0,2,1956,retired,secondary,0
520,-1,0,3,554,technician,secondary,0
181,-1,0,3,0,technician,secondary,0
1934,-1,0,2,927,services,primary,0
88,-1,0,3,2813,management,tertiary,0
226,-1,0,3,283,blue,secondary,0
452,-1,0,3,605,management,tertiary,0
524,-1,0,5,127,technician,secondary,0
95,-1,0,2,760,technician,secondary,0
124,-1,0,3,55,management,secondary,0
141,-1,0,3,1181,services,secondary,0
51,-1,0,7,5145,technician,tertiary,0
365,-1,0,5,3360,services,secondary,0
243,-1,0,7,3831,management,tertiary,0
90,-1,0,3,474,management,tertiary,0
72,-1,0,5,374,technician,secondary,0
448,-1,0,3,6,retired,primary,0
262,-1,0,7,1945,management,tertiary,0
37,-1,0,3,312,management,tertiary,0
217,-1,0,3,101,admin,secondary,0
336,-1,0,4,227,management,tertiary,0
142,-1,0,3,3149,retired,primary,0
147,-1,0,3,1059,services,primary,0
186,-1,0,3,219,technician,secondary,0
124,-1,0,3,649,technician,secondary,0
260,-1,0,3,1192,blue,primary,0
111,-1,0,5,0,technician,tertiary,0
96,-1,0,3,678,services,secondary,0
293,-1,0,4,0,blue,primary,0
67,-1,0,3,5235,technician,secondary,0
534,-1,0,2,7487,technician,secondary,0
256,-1,0,3,162,technician,tertiary,0
229,-1,0,3,768,management,tertiary,0
123,-1,0,3,2819,management,tertiary,0
259,-1,0,3,740,technician,secondary,0
278,-1,0,3,2376,technician,secondary,0
163,-1,0,5,0,services,secondary,0
250,-1,0,3,171,management,tertiary,0
430,-1,0,4,506,blue,primary,0
341,-1,0,5,801,technician,secondary,1
265,-1,0,3,1138,housemaid,primary,0
35,-1,0,4,2316,blue,primary,0
191,-1,0,4,1097,technician,tertiary,0
152,-1,0,6,0,blue,primary,0
93,-1,0,4,654,retired,secondary,0
385,-1,0,4,5334,management,tertiary,0
542,-1,0,3,410,management,tertiary,0
112,-1,0,3,183,management,tertiary,0
419,-1,0,3,6419,technician,secondary,0
82,-1,0,3,0,technician,secondary,0
144,-1,0,18,555,technician,tertiary,0
229,-1,0,4,248,management,tertiary,0
160,-1,0,3,1713,services,secondary,0
218,-1,0,7,5122,admin,secondary,0
201,-1,0,6,0,unemployed,tertiary,0
152,-1,0,6,2,admin,secondary,0
36,-1,0,8,174,blue,primary,0
117,-1,0,2,5102,technician,secondary,0
90,-1,0,5,3,technician,secondary,0
88,-1,0,2,231,self,secondary,0
94,-1,0,2,2327,management,tertiary,0
174,-1,0,2,2126,management,tertiary,0
231,-1,0,2,449,technician,tertiary,0
73,-1,0,2,37,entrepreneur,secondary,0
129,-1,0,2,-4,management,tertiary,0
108,-1,0,2,1785,services,tertiary,0
193,-1,0,3,1517,technician,tertiary,1
175,-1,0,2,7,management,secondary,0
108,-1,0,2,326,technician,secondary,0
121,-1,0,2,208,self,secondary,0
85,-1,0,2,507,blue,primary,0
82,-1,0,2,18,management,tertiary,0
138,-1,0,2,0,housemaid,primary,0
1306,-1,0,5,980,technician,secondary,1
110,-1,0,2,648,management,tertiary,0
243,-1,0,2,73,management,tertiary,1
188,-1,0,2,5450,management,tertiary,0
126,-1,0,2,178,unemployed,tertiary,0
75,-1,0,2,162,management,tertiary,0
137,-1,0,2,409,blue,secondary,0
130,-1,0,2,2123,technician,secondary,0
117,-1,0,2,900,blue,secondary,0
61,-1,0,2,161,technician,secondary,0
87,-1,0,7,2325,retired,primary,0
114,-1,0,4,9608,technician,secondary,0
52,-1,0,11,38,management,tertiary,0
550,-1,0,2,-98,blue,primary,0
130,-1,0,2,162,blue,secondary,0
161,-1,0,2,30,management,tertiary,0
50,-1,0,4,3333,technician,secondary,0
135,-1,0,2,659,technician,secondary,0
207,-1,0,2,2893,services,primary,0
133,-1,0,2,-3,services,tertiary,0
282,-1,0,4,0,management,tertiary,0
442,-1,0,2,66721,management,tertiary,0
299,-1,0,5,379,blue,secondary,0
146,-1,0,2,2978,management,tertiary,0
82,-1,0,2,872,blue,primary,0
31,-1,0,2,5204,technician,tertiary,0
292,-1,0,2,413,technician,secondary,0
161,-1,0,2,1361,housemaid,secondary,0
161,-1,0,6,1388,management,tertiary,0
169,-1,0,2,1108,unemployed,secondary,0
94,-1,0,2,1493,blue,secondary,0
205,-1,0,2,42045,entrepreneur,tertiary,0
102,-1,0,2,5177,unemployed,secondary,0
106,-1,0,2,2071,management,tertiary,0
92,-1,0,2,3177,technician,tertiary,0
243,-1,0,2,6,technician,tertiary,0
163,-1,0,2,1463,blue,tertiary,0
129,-1,0,6,345,retired,secondary,0
502,-1,0,2,-163,technician,secondary,0
49,-1,0,2,84,technician,secondary,0
126,-1,0,2,-218,management,tertiary,0
31,-1,0,2,1064,blue,primary,0
155,-1,0,2,370,technician,tertiary,0
93,-1,0,2,5833,technician,secondary,0
85,-1,0,9,0,entrepreneur,tertiary,0
75,-1,0,3,902,management,tertiary,0
215,-1,0,2,180,technician,secondary,0
75,-1,0,2,881,management,tertiary,0
118,-1,0,2,8119,management,tertiary,0
191,-1,0,2,1909,management,tertiary,0
87,-1,0,2,674,management,secondary,0
261,-1,0,2,2427,technician,tertiary,0
150,-1,0,4,1216,entrepreneur,tertiary,0
258,-1,0,2,581,technician,secondary,0
241,-1,0,6,630,technician,secondary,0
94,-1,0,2,530,management,tertiary,0
109,-1,0,3,2116,admin,secondary,0
97,-1,0,4,1209,management,tertiary,0
257,-1,0,2,1503,technician,tertiary,0
994,-1,0,2,405,services,secondary,1
175,-1,0,2,1903,services,primary,0
112,-1,0,2,958,technician,secondary,0
75,-1,0,2,369,management,tertiary,0
172,-1,0,2,1808,management,tertiary,0
41,-1,0,2,1975,technician,secondary,0
53,-1,0,2,7,management,secondary,0
169,-1,0,4,900,self,primary,0
198,-1,0,2,3590,management,tertiary,0
151,-1,0,4,500,management,tertiary,0
507,-1,0,4,82,management,tertiary,1
197,-1,0,2,0,self,secondary,0
130,-1,0,4,181,management,tertiary,0
84,-1,0,4,331,blue,secondary,0
401,-1,0,4,578,management,tertiary,0
118,-1,0,6,0,self,tertiary,0
784,-1,0,2,8229,blue,secondary,1
109,-1,0,6,107,self,primary,0
89,-1,0,4,5550,management,tertiary,0
172,-1,0,9,135,housemaid,primary,0
265,-1,0,2,1352,management,tertiary,0
151,-1,0,2,172,technician,secondary,0
183,-1,0,2,1585,management,tertiary,0
80,-1,0,2,238,management,tertiary,0
45,-1,0,2,671,technician,secondary,0
249,-1,0,2,2975,management,tertiary,0
472,-1,0,2,101,management,tertiary,0
150,-1,0,2,221,management,tertiary,0
111,-1,0,2,2731,entrepreneur,secondary,0
298,-1,0,2,224,technician,secondary,0
230,-1,0,2,328,management,tertiary,0
31,-1,0,2,1150,technician,tertiary,0
353,-1,0,2,6880,management,tertiary,0
201,-1,0,2,1424,management,tertiary,0
104,-1,0,2,2142,unemployed,secondary,0
75,-1,0,2,172,technician,secondary,0
66,-1,0,2,12928,blue,secondary,0
385,-1,0,2,311,technician,tertiary,0
233,-1,0,2,2934,technician,tertiary,0
124,-1,0,2,3288,management,tertiary,0
124,-1,0,4,1433,blue,secondary,0
121,-1,0,2,17,blue,primary,0
86,-1,0,4,853,admin,primary,0
34,-1,0,2,0,self,tertiary,0
112,-1,0,2,105,management,tertiary,0
324,-1,0,2,6,management,tertiary,0
88,-1,0,2,74,self,secondary,0
156,-1,0,2,581,technician,secondary,0
387,-1,0,2,187,technician,secondary,0
124,-1,0,2,947,management,tertiary,0
317,-1,0,4,179,management,tertiary,1
132,-1,0,4,805,entrepreneur,primary,0
163,-1,0,2,-257,retired,primary,0
140,-1,0,2,0,unemployed,tertiary,0
89,-1,0,2,10772,entrepreneur,primary,0
235,-1,0,2,6961,technician,tertiary,0
254,-1,0,4,8259,technician,secondary,0
316,-1,0,2,19348,technician,secondary,0
420,-1,0,2,43,technician,secondary,0
104,-1,0,4,134,technician,secondary,0
209,-1,0,2,3939,technician,tertiary,0
151,-1,0,2,390,technician,secondary,0
109,-1,0,2,1034,services,secondary,0
512,-1,0,4,1047,management,tertiary,1
89,-1,0,2,252,management,tertiary,0
809,-1,0,2,7138,technician,secondary,1
138,-1,0,2,0,self,primary,0
112,-1,0,2,1015,self,tertiary,0
94,-1,0,2,63,management,tertiary,0
70,-1,0,2,1076,technician,secondary,0
391,-1,0,2,1788,technician,secondary,0
523,-1,0,2,165,management,tertiary,1
108,-1,0,2,-16,management,tertiary,0
321,-1,0,2,9506,management,tertiary,0
224,-1,0,2,1821,retired,primary,0
309,-1,0,2,2744,technician,tertiary,0
177,-1,0,2,504,services,secondary,0
109,-1,0,2,3168,technician,tertiary,0
348,-1,0,2,340,technician,tertiary,0
433,-1,0,2,3161,management,tertiary,0
363,-1,0,10,315,technician,secondary,0
167,-1,0,2,2604,management,tertiary,0
248,-1,0,2,2406,management,tertiary,0
103,-1,0,6,-805,technician,tertiary,0
417,-1,0,2,1596,blue,primary,0
111,-1,0,2,28,management,tertiary,0
200,-1,0,4,8422,technician,tertiary,0
189,-1,0,2,88,admin,secondary,0
201,-1,0,2,827,blue,secondary,0
50,-1,0,2,290,management,tertiary,0
107,-1,0,2,-125,management,tertiary,0
192,-1,0,2,0,blue,secondary,0
521,-1,0,4,3242,admin,secondary,0
237,-1,0,4,700,blue,secondary,0
95,-1,0,2,478,management,tertiary,0
172,-1,0,2,4877,management,tertiary,0
88,-1,0,5,0,management,tertiary,0
63,-1,0,4,4843,technician,secondary,0
170,-1,0,2,4359,technician,secondary,0
669,-1,0,2,37,management,tertiary,1
73,-1,0,6,171,management,tertiary,0
419,-1,0,2,40,technician,secondary,1
118,-1,0,2,9997,blue,primary,0
169,-1,0,2,10,management,tertiary,0
138,-1,0,2,260,management,tertiary,0
142,-1,0,4,-344,management,tertiary,0
385,-1,0,2,815,retired,tertiary,0
215,-1,0,4,59,management,tertiary,0
100,-1,0,6,1264,technician,secondary,0
117,-1,0,4,2739,technician,tertiary,0
629,-1,0,4,324,admin,secondary,0
82,-1,0,11,75,management,tertiary,0
133,-1,0,4,1047,admin,secondary,0
188,-1,0,4,-1,technician,tertiary,0
202,-1,0,2,5581,management,tertiary,0
275,-1,0,4,2723,entrepreneur,tertiary,0
149,-1,0,2,811,admin,secondary,0
61,-1,0,4,221,unemployed,secondary,0
125,-1,0,2,3002,management,secondary,0
81,-1,0,2,535,technician,secondary,0
236,-1,0,2,326,management,tertiary,0
194,-1,0,4,2215,blue,secondary,0
229,-1,0,2,146,technician,secondary,0
148,-1,0,6,4415,management,secondary,0
140,-1,0,4,5266,technician,secondary,0
129,-1,0,4,116,housemaid,primary,0
124,-1,0,4,0,technician,tertiary,0
131,-1,0,2,940,management,tertiary,0
362,-1,0,4,9304,self,primary,0
138,-1,0,2,942,technician,secondary,0
71,-1,0,2,222,blue,primary,0
16,-1,0,7,-534,technician,secondary,0
216,-1,0,2,0,technician,secondary,0
108,-1,0,2,93,retired,secondary,0
351,-1,0,2,944,technician,tertiary,0
176,-1,0,4,2148,admin,secondary,0
160,-1,0,4,19,technician,secondary,0
51,-1,0,2,3353,management,tertiary,0
310,-1,0,4,5244,management,tertiary,0
82,-1,0,2,275,management,tertiary,0
404,-1,0,4,46,technician,secondary,0
131,-1,0,4,1190,technician,tertiary,0
212,-1,0,2,2374,management,tertiary,0
248,-1,0,2,21510,management,tertiary,0
63,-1,0,2,723,blue,secondary,0
153,-1,0,8,1074,management,tertiary,0
780,-1,0,4,823,services,secondary,1
160,-1,0,6,2300,technician,secondary,0
255,-1,0,2,759,blue,tertiary,0
459,-1,0,2,1625,services,primary,1
153,-1,0,7,254,technician,secondary,0
455,-1,0,4,11,services,tertiary,0
62,-1,0,2,3577,technician,secondary,0
46,-1,0,2,213,technician,secondary,0
147,-1,0,2,2900,management,tertiary,0
121,-1,0,2,0,services,primary,0
97,-1,0,4,308,management,tertiary,0
335,-1,0,3,1987,self,tertiary,0
100,-1,0,1,316,technician,secondary,0
119,-1,0,1,5016,management,tertiary,0
79,-1,0,1,881,technician,tertiary,0
388,-1,0,1,523,technician,tertiary,0
119,-1,0,3,84,technician,secondary,0
116,-1,0,1,2907,management,tertiary,0
178,-1,0,3,1963,management,tertiary,0
156,-1,0,4,1868,blue,primary,0
173,-1,0,8,484,management,tertiary,0
148,-1,0,1,131,housemaid,secondary,0
79,-1,0,3,19,technician,tertiary,0
193,-1,0,1,2711,admin,secondary,0
93,-1,0,1,3786,housemaid,primary,0
1000,-1,0,1,120,technician,tertiary,1
494,-1,0,1,298,admin,tertiary,0
273,-1,0,5,223,management,tertiary,0
167,-1,0,1,1909,management,tertiary,0
88,-1,0,1,745,entrepreneur,tertiary,0
88,-1,0,2,-468,management,tertiary,0
191,-1,0,1,77,housemaid,primary,0
63,-1,0,2,1468,management,tertiary,0
204,-1,0,1,8844,technician,secondary,0
127,-1,0,3,6127,technician,tertiary,0
83,-1,0,1,0,management,tertiary,0
136,-1,0,1,1190,technician,tertiary,0
52,-1,0,3,4388,technician,tertiary,0
448,-1,0,5,1171,management,tertiary,0
140,-1,0,3,1264,blue,secondary,0
733,-1,0,3,2957,management,tertiary,1
88,-1,0,3,2083,blue,secondary,0
182,-1,0,1,949,housemaid,secondary,0
580,-1,0,3,483,technician,secondary,1
93,-1,0,1,1639,unemployed,secondary,0
80,-1,0,1,801,services,secondary,0
72,-1,0,6,10088,management,tertiary,0
244,-1,0,6,2455,management,tertiary,0
848,-1,0,1,2,management,tertiary,1
173,-1,0,3,274,technician,secondary,0
406,-1,0,3,1707,technician,tertiary,0
229,-1,0,4,832,management,tertiary,0
604,-1,0,4,196,services,secondary,0
131,-1,0,3,795,entrepreneur,primary,0
1242,-1,0,3,1,technician,secondary,1
94,-1,0,5,2768,retired,secondary,0
899,-1,0,2,800,management,secondary,0
371,-1,0,6,2093,management,tertiary,0
889,-1,0,2,591,technician,tertiary,0
420,-1,0,4,98,technician,tertiary,0
515,-1,0,3,367,technician,secondary,0
79,-1,0,3,167,technician,secondary,0
71,-1,0,10,778,technician,secondary,0
27,-1,0,6,443,housemaid,tertiary,0
358,-1,0,3,3003,self,tertiary,0
498,-1,0,8,2385,management,tertiary,0
327,-1,0,3,11971,management,tertiary,0
179,-1,0,3,344,management,tertiary,0
306,-1,0,3,2745,management,tertiary,0
390,-1,0,2,571,management,tertiary,0
209,-1,0,3,1103,management,tertiary,0
231,-1,0,3,3897,management,tertiary,0
922,-1,0,7,1795,management,tertiary,1
1206,-1,0,4,4,management,tertiary,1
219,-1,0,2,229,technician,secondary,0
424,-1,0,4,432,services,primary,0
188,-1,0,5,269,housemaid,primary,0
492,-1,0,3,254,blue,primary,0
174,-1,0,3,2846,technician,secondary,0
453,-1,0,4,257,blue,primary,0
59,-1,0,3,1765,housemaid,secondary,0
263,-1,0,5,7982,blue,primary,0
57,-1,0,3,73,admin,secondary,0
329,-1,0,2,2759,management,tertiary,0
166,-1,0,3,862,management,tertiary,0
334,-1,0,5,4596,technician,tertiary,0
108,-1,0,4,243,retired,primary,0
765,-1,0,3,449,technician,tertiary,0
62,-1,0,3,344,technician,tertiary,0
885,-1,0,5,1650,management,tertiary,0
120,-1,0,7,2127,management,tertiary,0
103,-1,0,4,104,blue,primary,0
391,-1,0,4,1113,technician,secondary,0
89,-1,0,2,581,management,tertiary,0
203,-1,0,5,365,housemaid,primary,0
170,-1,0,3,1433,management,tertiary,0
62,-1,0,3,368,housemaid,primary,0
14,-1,0,8,179,self,secondary,0
148,-1,0,4,189,housemaid,primary,0
116,-1,0,2,58,technician,secondary,0
17,-1,0,7,326,housemaid,primary,0
293,-1,0,3,233,blue,primary,0
445,-1,0,4,592,management,tertiary,0
262,-1,0,5,438,blue,secondary,0
176,-1,0,3,0,technician,tertiary,0
120,-1,0,3,323,admin,tertiary,0
46,-1,0,5,440,blue,primary,0
68,-1,0,4,727,housemaid,primary,0
697,-1,0,6,1349,technician,secondary,0
153,-1,0,6,1894,blue,secondary,0
57,-1,0,7,0,housemaid,primary,0
326,-1,0,4,3275,technician,secondary,0
70,-1,0,5,935,management,tertiary,0
716,-1,0,3,1297,management,tertiary,1
67,-1,0,4,312,management,tertiary,0
209,-1,0,4,115,blue,secondary,0
367,-1,0,4,399,management,secondary,0
258,-1,0,5,2569,blue,primary,0
99,-1,0,2,3297,technician,secondary,0
92,-1,0,3,750,services,secondary,0
177,-1,0,5,337,management,tertiary,0
413,-1,0,2,221,technician,secondary,0
144,-1,0,2,388,technician,secondary,0
102,-1,0,4,0,management,tertiary,0
155,-1,0,4,13,housemaid,secondary,0
145,-1,0,2,116,technician,tertiary,0
77,-1,0,4,380,management,tertiary,0
210,-1,0,2,6086,technician,secondary,0
106,-1,0,3,50,technician,secondary,0
105,-1,0,2,348,entrepreneur,secondary,0
98,-1,0,2,212,technician,secondary,0
588,-1,0,2,106,management,tertiary,0
73,-1,0,2,618,management,tertiary,0
106,-1,0,2,553,management,tertiary,0
106,-1,0,2,-232,blue,primary,0
104,-1,0,2,1214,self,tertiary,0
73,-1,0,2,454,technician,secondary,0
100,-1,0,2,41,housemaid,primary,0
111,-1,0,2,1440,management,tertiary,0
74,-1,0,2,2416,management,tertiary,0
48,-1,0,2,5163,technician,secondary,0
303,-1,0,2,1496,technician,tertiary,0
39,-1,0,2,385,management,tertiary,0
86,-1,0,2,705,management,tertiary,0
217,-1,0,2,347,admin,secondary,0
55,-1,0,2,2277,technician,tertiary,0
72,-1,0,3,838,management,tertiary,0
97,-1,0,2,274,technician,secondary,0
667,-1,0,2,687,management,tertiary,0
347,-1,0,2,1100,management,tertiary,0
33,-1,0,2,617,blue,tertiary,0
212,-1,0,2,356,self,tertiary,0
165,-1,0,4,5108,management,tertiary,0
856,-1,0,3,476,blue,primary,1
382,-1,0,2,4231,management,tertiary,0
84,-1,0,2,0,management,tertiary,0
226,-1,0,2,161,management,tertiary,0
47,-1,0,4,268,technician,secondary,0
103,-1,0,4,13338,housemaid,primary,0
156,-1,0,2,321,technician,secondary,0
113,-1,0,2,14,technician,secondary,0
147,-1,0,2,657,management,tertiary,0
386,-1,0,4,9,management,tertiary,1
45,-1,0,2,2950,retired,secondary,0
121,-1,0,2,8408,technician,tertiary,0
116,-1,0,2,462,technician,secondary,0
126,-1,0,2,5,entrepreneur,tertiary,0
269,-1,0,2,7513,student,tertiary,0
82,-1,0,2,115,retired,primary,0
71,-1,0,2,348,management,tertiary,0
218,-1,0,2,394,technician,secondary,0
270,-1,0,2,2764,services,tertiary,0
187,-1,0,2,-112,technician,secondary,0
565,-1,0,2,319,management,tertiary,0
226,-1,0,2,3568,housemaid,primary,0
172,-1,0,4,944,technician,secondary,0
239,-1,0,4,2,technician,secondary,0
71,-1,0,2,1410,technician,secondary,0
297,-1,0,2,3886,blue,primary,0
115,-1,0,2,2750,blue,secondary,0
72,-1,0,2,787,management,tertiary,0
55,-1,0,2,67,management,secondary,0
164,-1,0,2,646,retired,secondary,0
88,-1,0,4,1879,technician,secondary,0
69,-1,0,2,98,management,tertiary,0
123,-1,0,4,3043,technician,secondary,0
138,-1,0,3,405,technician,tertiary,0
243,-1,0,4,1395,technician,secondary,0
166,-1,0,2,564,technician,tertiary,0
82,-1,0,2,174,admin,tertiary,0
102,-1,0,8,371,management,tertiary,0
179,-1,0,4,0,blue,primary,0
108,-1,0,2,0,management,tertiary,0
187,-1,0,2,44,technician,secondary,0
121,-1,0,4,-276,technician,tertiary,0
123,-1,0,2,2167,blue,primary,0
257,-1,0,2,69,management,tertiary,0
90,-1,0,4,340,management,tertiary,0
275,-1,0,2,99,management,tertiary,0
